06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      18566	A		AW00018566	17.09.1970	M	M	BRYCE5@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	6451 GREENWOOD PL.	492-555-0163
	      18567	A		AW00018567	04.01.1967	S	F	MADISON38@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	2975 ROSLYN ROAD	625-555-0162
	      18568	A		AW00018568	20.06.1967	S	F	MYA3@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	3913 EUCLID AVE.	905-555-0121
	      18569	A		AW00018569	05.04.1966	M	F	EMMA64@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7909 YORBA LINDA	329-555-0133
	      18570	A		AW00018570	22.04.1966	S	M	MASON6@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7438 SONY HILL CIRCLE	757-555-0144
	      18571	A		AW00018571	06.11.1966	S	M	CAMERON24@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	8785 WHITEHALL DRIVE	571-555-0120
	      18572	A		AW00018572	16.11.1966	M	F	DANIELLE3@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4986 NORSE DRIVE	668-555-0171
	      18573	A		AW00018573	17.06.1966	M	F	ANDREA31@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	5484 CORNWALL COURT	936-555-0114
	      18574	A		AW00018574	20.10.1966	M	F	KAITLYN31@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4215 GREENHILLS CIRCLE	798-555-0110
	      18575	A		AW00018575	14.10.1966	M	F	ERIN26@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	8853 SPRING HILL DRIVE	805-555-0162
	      18576	A		AW00018576	16.07.1966	M	F	EMILY30@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4125 ADOBE DR.	165-555-0130
	      18577	A		AW00018577	22.06.1966	M	F	ISABELLE12@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	3876 BERRY COURT	159-555-0119
	      18578	A		AW00018578	13.06.1966	S	M	PATRICK24@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	9806 NORTH STAR DR.	306-555-0183
	      18579	A		AW00018579	15.03.1966	M	M	WILLIAM20@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	9526 BAIRD COURT	743-555-0151
	      18580	A		AW00018580	10.10.1969	M	F	EMMA9@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7554 GRAMMERCY LANE	154-555-0154
	      18581	A		AW00018581	08.06.1969	S	F	MELINDA8@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7776 PARTRIDGE DR.	344-555-0119
	      18582	A		AW00018582	25.01.1969	M	M	BRYAN13@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	6595 TRAILVIEW CIRCLE	626-555-0137
	      18583	A		AW00018583	17.07.1969	S	M	LUIS28@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           2	9507 MOUNTAINAIRE DRIVE	160-555-0157
	      18584	A		AW00018584	20.01.1969	M	F	HALEY42@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           2	7569 SIERRA DRIVE	849-555-0179
	      18585	A		AW00018585	27.08.1969	M	F	KATHERINE9@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           2	8837 PARIS LANE	884-555-0184
	      18586	A		AW00018586	22.08.1969	S	M	BENJAMIN11@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	2934 TREAT BLVD	178-555-0184
	      18587	A		AW00018587	04.08.1965	S	F	MONICA7@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	1747 CORTE SEGUNDO	943-555-0153
	      18588	A		AW00018588	18.11.1965	S	F	ISABELLA84@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	1946 VALLEY CREST DRIVE	199-555-0140
	      18589	A		AW00018589	05.07.1965	S	F	ANNA2@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	2482 BUCKINGHAM DR.	680-555-0159
	      18590	A		AW00018590	23.09.1965	S	F	VALERIE15@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	5965 SUGARLAND CIRCLE	578-555-0190
	      18591	A		AW00018591	12.05.1965	M	M	EDUARDO33@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	7613 ORANGEWOOD DR	936-555-0134
	      18592	A		AW00018592	09.09.1965	S	F	MACKENZIE22@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	9883 SIERRA RD	414-555-0162
	      18593	A		AW00018593	03.07.1965	S	F	SYDNEY79@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00000	           2	5165 CAMBRIDGE DRIVE	782-555-0110
	      18594	A		AW00018594	21.10.1965	S	F	KRISTI32@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	2973 TANAGER ROAD	959-555-0163
	      18595	A		AW00018595	06.02.1965	S	M	MARCUS28@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	2197 CLAY ROAD	735-555-0116
	      18596	A		AW00018596	13.06.1965	S	F	GABRIELLA16@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           1	5440 KLAMATH WOODS PL.	736-555-0113
	      18597	A		AW00018597	27.06.1965	M	F	ISABEL8@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           1	590 SUDDEN LOOP	874-555-0125
	      18598	A		AW00018598	19.03.1964	S	M	NORIMICHI0@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	6130 ALDERWOOD LANE	399-555-0174
	      18599	A		AW00018599	08.04.1964	S	M	KYLE10@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	9249 MARTIN ST	283-555-0130
	      18600	A		AW00018600	13.11.1964	M	F	ASHLEY44@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	4348 VIA ROMERO	314-555-0183
	      18601	A		AW00018601	26.04.1964	S	F	CYNTHIA20@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	9234 WESTBURY DRIVE	854-555-0146
	      18602	A		AW00018602	18.11.1964	M	M	PATRICK13@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	8851 NORTHRIDGE DR.	674-555-0147
	      18603	A		AW00018603	12.03.1964	S	F	GABRIELLE27@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00000	           3	7468 LINDLEY CT.	709-555-0164
	      18604	A		AW00018604	22.05.1964	M	F	PAIGE18@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           4	1050 GREENHILLS CIRCLE	605-555-0133
	      18605	A		AW00018605	16.11.1964	S	M	DAVID35@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	6425 ADELIA COURT	544-555-0144
	      18606	A		AW00018606	25.10.1964	S	M	WYATT34@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	8038 LA PAZ	192-555-0118
	      18607	A		AW00018607	13.06.1964	S	F	KATHERINE79@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	886 PANORAMIC DRIVE	809-555-0139
	      18608	A		AW00018608	17.04.1964	M	M	IAN36@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	4077 ST. GEORGE DRIVE	115-555-0117
	      18609	A		AW00018609	14.06.1964	M	F	ALYSSA29@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	5509 NEWCASTLE ROAD	931-555-0112
	      18610	A		AW00018610	11.01.1963	S	F	BAILEY14@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           2	2098 CROWN CT	642-555-0137
	      18611	A		AW00018611	28.08.1963	M	F	TAYLOR40@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00001	           2	4948 WEST 4TH ST	551-555-0154
	      18612	A		AW00018612	19.11.1968	S	F	ALYSSA58@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	4440 ALGIERS DRIVE	903-555-0145
	      18613	A		AW00018613	14.11.1968	S	M	CODY15@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	8292 FERNDALE LANE	124-555-0161
	      18614	A		AW00018614	15.05.1968	S	M	SETH28@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	5642 LA ORINDA PL	654-555-0116
	      18615	A		AW00018615	13.03.1963	S	M	CHARLES53@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           2	470 LAUREL	478-555-0143
	      18616	A		AW00018616	05.02.1963	S	M	SPENCER16@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4140 DELTA VIEW LN.	139-555-0113
	      18617	A		AW00018617	03.08.1963	S	M	CARLOS41@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           0	1480 CANYON CREEK DRIVE	512-555-0110
	      18618	A		AW00018618	20.11.1972	S	M	MITCHELL15@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	6, AVENUE DES LAURENTIDES	1 (11) 500 555-0179
	      18619	A		AW00018619	04.03.1973	M	M	DOMINIC14@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	KAPPELLWEG 664	1 (11) 500 555-0187
	      18620	A		AW00018620	18.07.1973	S	M	RANDALL11@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	8115 SUNVIEW TERRACE	1 (11) 500 555-0180
	      18621	A		AW00018621	18.10.1973	S	F	CASSANDRA10@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	6288 MELODY DR.	1 (11) 500 555-0199
	      18622	A		AW00018622	17.11.1972	S	M	BYRON15@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	1148 THORNWOOD DRIVE	1 (11) 500 555-0158
	      18623	A		AW00018623	06.09.1972	M	F	ANNE13@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	11, RUE PHILIBERT-DELORME	1 (11) 500 555-0132
	      18624	A		AW00018624	04.11.1972	S	M	JAY28@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	MANUAL	        00001	           1	18, RUE HENRI GAGNON	1 (11) 500 555-0191
	      18625	A		AW00018625	13.06.1972	S	M	DERRICK6@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	MANUAL	        00000	           1	8942 SIERRA ROAD	1 (11) 500 555-0195
	      18626	A		AW00018626	08.09.1972	S	M	TONY15@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	RESIDENZ STRA?E 4	1 (11) 500 555-0140
	      18627	A		AW00018627	09.09.1972	S	F	KRISTINE2@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	3754 OLIVE AVE.	1 (11) 500 555-0173
	      18628	A		AW00018628	15.09.1971	S	F	SUZANNE6@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	127, RUE LAURISTON	1 (11) 500 555-0189
	      18629	A		AW00018629	22.02.1971	S	M	MARTIN13@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	7545 GONZALEZ CT	1 (11) 500 555-0166
	      18630	A		AW00018630	20.02.1971	S	F	PRISCILLA0@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	3535, RUE DES GRANDS CHAMPS	1 (11) 500 555-0132
	      18631	A		AW00018631	05.01.1971	S	F	CARLY10@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	2928 HARMONY WAY	1 (11) 500 555-0155
	      18632	A		AW00018632	09.10.1971	S	M	RUSSELL8@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	9308 GREEN VALLEY RD.	1 (11) 500 555-0110
	      18633	A		AW00018633	24.09.1971	M	M	ADAM4@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	MANUAL	        00000	           1	7015 F MT HOOD CIRCLE	1 (11) 500 555-0164
	      18634	A		AW00018634	14.12.1971	S	F	VERONICA7@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	MANUAL	        00000	           1	870, AVENUE DE MALAKOFF	1 (11) 500 555-0168
	      18635	A		AW00018635	21.08.1971	S	F	TONI18@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	CELLER WEG 304	1 (11) 500 555-0167
	      18636	A		AW00018636	15.06.1971	S	M	EDGAR2@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	WINTERFELDTSTR 35345	1 (11) 500 555-0115
	      18637	A		AW00018637	07.12.1975	S	M	THOMAS33@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	1462 WEST CLIFF PLACE	514-555-0198
	      18638	A		AW00018638	09.06.1974	S	F	ALYSSA15@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	4480 N. LUCILE LANE	844-555-0186
	      18639	A		AW00018639	08.09.1974	S	F	MARIA56@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	8459 LEED COURT WEST	297-555-0131
	      18640	A		AW00018640	21.06.1974	M	M	ISAAC7@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2275 KISKA COURT	403-555-0159
	      18641	A		AW00018641	12.11.1975	S	M	CAMERON34@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	7411 CRIVELLO AVENUE	701-555-0114
	      18642	A		AW00018642	20.03.1975	S	F	BRIANNA14@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	7672 ASHLEY WAY	629-555-0177
	      18643	A		AW00018643	25.06.1931	M	M	JOSHUA12@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	2427 NOTRE DAME AVE.	718-555-0181
	      18644	A		AW00018644	15.02.1966	S	F	CARRIE1@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	3300 COUNTRY VIEW LANE	966-555-0146
	      18645	A		AW00018645	21.03.1966	M	M	JORDAN15@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	17, RUE DE LA CENTENAIRE	371-555-0193
	      18646	A		AW00018646	12.03.1966	M	M	BLAKE33@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	6055 BROADWAY STREET	590-555-0140
	      18647	A		AW00018647	19.06.1953	S	F	CHRISTY5@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           2	1028 GREEN VIEW COURT	454-555-0161
	      18648	A		AW00018648	15.06.1954	M	F	HAILEY13@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00001	           1	7308 STAR TREE COURT	926-555-0159
	      18649	A		AW00018649	14.08.1955	S	M	JACKSON13@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00001	           2	306 SPRING HILL DRIVE	503-555-0182
	      18650	A		AW00018650	03.02.1955	S	M	KYLE7@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00001	           2	9889 LOVERIDGE CIRCLE	219-555-0111
	      18651	A		AW00018651	06.05.1955	M	M	ISAIAH35@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00000	           2	5014 STEELE DRIVE	694-555-0195
	      18652	A		AW00018652	04.09.1955	M	F	MEREDITH25@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00000	           2	4387 LINDEN LAND	275-555-0123
	      18653	A		AW00018653	09.04.1955	M	M	EMMANUEL7@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	CLERICAL	        00000	           2	3457 BEL AIR DRIVE	327-555-0159
	      18654	A		AW00018654	18.06.1955	M	M	THOMAS57@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	8574 HIDDEN OAK CT.	429-555-0115
	      18655	A		AW00018655	09.10.1955	M	M	ERIC29@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	2587 WINDMILL WAY	321-555-0190
	      18656	A		AW00018656	24.04.1956	S	M	CHARLES23@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	4855 JAMES COURT	930-555-0113
	      18657	A		AW00018657	23.11.1956	M	M	ALEX17@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	6341 DARNETT CIRCLE	136-555-0132
	      18658	A		AW00018658	05.08.1956	M	M	DALTON39@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	530 NORTHRIDGE DRIVE	125-555-0153
	      18659	A		AW00018659	03.06.1956	M	F	JASMINE13@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	5834 VLOCHING CIRCLE	943-555-0196
	      18660	A		AW00018660	23.10.1956	M	F	CRISTINA19@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	8339 AUBURN	987-555-0197
	      18661	A		AW00018661	01.12.1957	M	M	DANIEL14@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	5349 KELLER RIDGE DR.	567-555-0141
	      18662	A		AW00018662	17.11.1957	M	M	KYLE26@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	9503 CLARK CREEK LANE	365-555-0137
	      18663	A		AW00018663	24.03.1957	M	M	JASON9@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	8908 THE TREES DRIVE	789-555-0146
	      18664	A		AW00018664	18.02.1957	M	M	ROBERT23@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1549 WILDEWOOD DR	925-555-0172
	      18665	A		AW00018665	24.04.1957	M	F	OLIVIA45@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	7427 GROVE WAY	571-555-0175
	      18666	A		AW00018666	12.11.1957	S	F	JORDYN4@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	7428 DONEGAL COURT	562-555-0160
	      18667	A		AW00018667	12.05.1957	S	F	KELLI17@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1568 SKYLINE DR.	909-555-0180
	      18668	A		AW00018668	17.05.1957	M	M	BRIAN15@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	3793 APOLLO WAY	863-555-0178
	      18669	A		AW00018669	12.12.1958	M	M	ADAM17@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	5520 MASSOLO DRIVE	531-555-0124
	      18670	A		AW00018670	04.07.1958	M	F	MELANIE5@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	2634 YOSEMITE CIRCLE	431-555-0174
	      18671	A		AW00018671	13.10.1958	M	F	MELANIE13@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2345 FIRESTONE DRIVE	735-555-0127
	      18672	A		AW00018672	07.10.1958	M	M	ANTHONY7@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	1877 TURNER DR.	855-555-0132
	      18673	A		AW00018673	25.08.1958	M	M	JAMES63@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	5672 SAN JOSE AVE.	550-555-0139
	      18674	A		AW00018674	20.03.1958	S	F	ISABELLE1@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	6907 LAGOON COURT	152-555-0140
	      18675	A		AW00018675	07.05.1959	M	F	ABIGAIL55@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	370 PINE CREEK WAY	896-555-0194
	      18676	A		AW00018676	07.03.1959	M	M	JESSE41@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	5744 MEDINA DR.	251-555-0175
	      18677	A		AW00018677	08.05.1959	M	M	LOGAN4@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	5361 HUNGRY ROAD	426-555-0175
	      18678	A		AW00018678	09.11.1959	S	M	SEAN7@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	4233 BONITA AVE.	347-555-0186
	      18679	A		AW00018679	26.07.1972	S	M	SETH50@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2306 HILLRIDGE WAY	313-555-0183
	      18680	A		AW00018680	03.11.1973	M	M	DAVID62@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	8483 TEMPLE COURT	628-555-0180
	      18681	A		AW00018681	21.10.1973	M	F	JACQUELINE21@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	7626 OXFORD PLACE	868-555-0145
	      18682	A		AW00018682	08.07.1973	M	F	EMILY26@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2976 YORK DR.	535-555-0133
	      18683	A		AW00018683	23.08.1973	M	M	ROBERT83@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	6489 KENTUCKY DRIVE	878-555-0163
	      18684	A		AW00018684	04.09.1973	M	F	MAKAYLA0@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	7981 CENTER AVENUE	751-555-0124
	      18685	A		AW00018685	28.05.1971	M	M	SEAN27@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	8524 PARKSIDE DR.	277-555-0113
	      18686	A		AW00018686	13.10.1971	S	M	LOGAN8@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	6607 PANORAMIC AVENUE	107-555-0161
	      18687	A		AW00018687	20.01.1971	M	F	OLIVIA0@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	7728 MORENGO COURT	373-555-0118
	      18688	A		AW00018688	10.01.1958	M	M	ANTONIO3@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7228 CARAVELLE CT.	224-555-0112
	      18689	A		AW00018689	01.07.1958	M	M	MIGUEL5@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4293 CONCORD CT.	397-555-0155
	      18690	A		AW00018690	08.04.1929	M	M	CARLOS19@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00001	           1	4625 WESTCLIFFE PLACE	736-555-0137
	      18691	A		AW00018691	24.03.1969	M	F	CLAUDIA17@ADVENTURE-WORKS.COM	  90.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	7202 SUN VIEW COURT	1 (11) 500 555-0191
	      18692	A		AW00018692	10.02.1969	M	M	PRESTON13@ADVENTURE-WORKS.COM	  90.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	2228 ASHFORD COURT	1 (11) 500 555-0118
	      18693	A		AW00018693	19.06.1969	S	F	ANN18@ADVENTURE-WORKS.COM	  90.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	1592 WORKING DRIVE	1 (11) 500 555-0178
	      18694	A		AW00018694	21.07.1969	M	M	DERRICK1@ADVENTURE-WORKS.COM	  90.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	2460 TANAGER COURT	1 (11) 500 555-0123
	      18695	A		AW00018695	04.11.1969	M	M	AARON21@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	PROFESSIONAL	        00001	           0	9413 MARIA VEGA COURT	1 (11) 500 555-0130
	      18696	A		AW00018696	24.09.1969	M	F	MINDY25@ADVENTURE-WORKS.COM	 100.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	9063 VISTA AVEN.	1 (11) 500 555-0179
	      18697	A		AW00018697	04.06.1968	S	F	TARA8@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00000	           1	2800 SAN RAMON ROAD	1 (11) 500 555-0161
